i_tpr,i_fpr
0.0,0.0
0.016666666666666666,0.0
0.1,0.0
0.1,0.004048582995951417
0.13333333333333333,0.004048582995951417
0.13333333333333333,0.016194331983805668
0.18333333333333332,0.016194331983805668
0.18333333333333332,0.02834008097165992
0.2,0.02834008097165992
0.2,0.032388663967611336
0.23333333333333334,0.032388663967611336
0.23333333333333334,0.04048582995951417
0.25,0.04048582995951417
0.25,0.044534412955465584
0.26666666666666666,0.044534412955465584
0.26666666666666666,0.048582995951417005
0.2833333333333333,0.048582995951417005
0.2833333333333333,0.05263157894736842
0.36666666666666664,0.05263157894736842
0.36666666666666664,0.06477732793522267
0.4,0.06477732793522267
0.4,0.10121457489878542
0.4166666666666667,0.10121457489878542
0.4166666666666667,0.10526315789473684
0.43333333333333335,0.10526315789473684
0.43333333333333335,0.12550607287449392
0.45,0.12550607287449392
0.45,0.13360323886639677
0.48333333333333334,0.13360323886639677
0.48333333333333334,0.145748987854251
0.5166666666666667,0.145748987854251
0.5166666666666667,0.16194331983805668
0.55,0.16194331983805668
0.55,0.17408906882591094
0.5833333333333334,0.17408906882591094
0.5833333333333334,0.1902834008097166
0.6,0.1902834008097166
0.6,0.19838056680161945
0.6166666666666667,0.19838056680161945
0.6166666666666667,0.21052631578947367
0.6333333333333333,0.21052631578947367
0.6333333333333333,0.23076923076923078
0.65,0.23076923076923078
0.65,0.25101214574898784
0.6666666666666666,0.25101214574898784
0.6666666666666666,0.3157894736842105
0.6833333333333333,0.3157894736842105
0.6833333333333333,0.32388663967611336
0.7,0.32388663967611336
0.7,0.32793522267206476
0.7166666666666667,0.32793522267206476
0.7166666666666667,0.3522267206477733
0.7333333333333333,0.3522267206477733
0.7333333333333333,0.3562753036437247
0.75,0.3562753036437247
0.75,0.3765182186234818
0.7833333333333333,0.3765182186234818
0.7833333333333333,0.3805668016194332
0.8,0.3805668016194332
0.8,0.4534412955465587
0.8166666666666667,0.4534412955465587
0.8166666666666667,0.4777327935222672
0.8333333333333334,0.4777327935222672
0.8333333333333334,0.4898785425101215
0.85,0.4898785425101215
0.85,0.4979757085020243
0.8666666666666667,0.4979757085020243
0.8666666666666667,0.5303643724696356
0.8833333333333333,0.5303643724696356
0.8833333333333333,0.5425101214574899
0.9,0.5425101214574899
0.9,0.5748987854251012
0.9166666666666666,0.5748987854251012
0.9166666666666666,0.6356275303643725
0.9333333333333333,0.6356275303643725
0.9333333333333333,0.7206477732793523
0.95,0.7206477732793523
0.95,0.728744939271255
0.9666666666666667,0.728744939271255
0.9666666666666667,0.7854251012145749
0.9833333333333333,0.7854251012145749
0.9833333333333333,0.8663967611336032
1.0,0.8663967611336032
1.0,1.0
