i_tpr,i_fpr
0.0,0.0
0.01,0.0
0.08,0.0
0.08,0.00099601593625498
0.09,0.00099601593625498
0.09,0.00199203187250996
0.1,0.00199203187250996
0.1,0.00298804780876494
0.11,0.00298804780876494
0.11,0.00597609561752988
0.14,0.00597609561752988
0.14,0.0069721115537848604
0.16,0.0069721115537848604
0.16,0.00796812749003984
0.17,0.00796812749003984
0.17,0.01195219123505976
0.18,0.01195219123505976
0.18,0.013944223107569721
0.19,0.013944223107569721
0.19,0.014940239043824702
0.21,0.014940239043824702
0.21,0.017928286852589643
0.22,0.017928286852589643
0.22,0.0199203187250996
0.23,0.0199203187250996
0.23,0.036852589641434265
0.25,0.036852589641434265
0.25,0.04083665338645418
0.28,0.04083665338645418
0.28,0.043824701195219126
0.29,0.043824701195219126
0.29,0.044820717131474105
0.3,0.045816733067729085
0.3,0.04780876494023904
0.31,0.04780876494023904
0.31,0.05677290836653386
0.32,0.05677290836653386
0.32,0.06573705179282868
0.34,0.06573705179282868
0.34,0.0697211155378486
0.35,0.0697211155378486
0.35,0.0796812749003984
0.36,0.0796812749003984
0.36,0.08067729083665338
0.37,0.08067729083665338
0.37,0.08366533864541832
0.38,0.08366533864541832
0.38,0.08964143426294821
0.4,0.08964143426294821
0.4,0.09860557768924302
0.42,0.09860557768924302
0.42,0.10159362549800798
0.44,0.10159362549800798
0.44,0.10358565737051793
0.45,0.10358565737051793
0.45,0.10756972111553785
0.47,0.10756972111553785
0.47,0.11354581673306773
0.48,0.11354581673306773
0.48,0.11952191235059761
0.5,0.11952191235059761
0.5,0.12450199203187251
0.51,0.12450199203187251
0.51,0.13745019920318724
0.52,0.13745019920318724
0.52,0.14741035856573706
0.53,0.14741035856573706
0.53,0.1553784860557769
0.54,0.1553784860557769
0.54,0.15737051792828685
0.56,0.15737051792828685
0.56,0.16235059760956175
0.59,0.16235059760956175
0.59,0.16733067729083664
0.6,0.16733067729083664
0.6,0.17131474103585656
0.61,0.17131474103585656
0.61,0.17629482071713148
0.62,0.17629482071713148
0.62,0.17729083665338646
0.63,0.17729083665338646
0.63,0.1852589641434263
0.64,0.1852589641434263
0.64,0.18625498007968128
0.65,0.18625498007968128
0.65,0.18725099601593626
0.66,0.18725099601593626
0.66,0.18824701195219123
0.67,0.18824701195219123
0.67,0.19223107569721115
0.68,0.19223107569721115
0.68,0.1952191235059761
0.7,0.1952191235059761
0.7,0.19820717131474103
0.71,0.19820717131474103
0.71,0.2051792828685259
0.73,0.2051792828685259
0.73,0.21215139442231076
0.74,0.21215139442231076
0.74,0.22310756972111553
0.75,0.22310756972111553
0.75,0.2360557768924303
0.76,0.2360557768924303
0.76,0.24302788844621515
0.77,0.24302788844621515
0.77,0.24601593625498008
0.78,0.24601593625498008
0.78,0.26693227091633465
0.79,0.26693227091633465
0.79,0.2749003984063745
0.8,0.2749003984063745
0.8,0.2778884462151394
0.81,0.2778884462151394
0.81,0.2848605577689243
0.82,0.2848605577689243
0.82,0.300796812749004
0.83,0.300796812749004
0.83,0.33167330677290835
0.84,0.33167330677290835
0.84,0.33565737051792827
0.85,0.33565737051792827
0.85,0.3466135458167331
0.86,0.3466135458167331
0.86,0.3595617529880478
0.87,0.3595617529880478
0.87,0.41932270916334663
0.88,0.41932270916334663
0.88,0.43824701195219123
0.89,0.43824701195219123
0.89,0.448207171314741
0.9,0.448207171314741
0.9,0.4581673306772908
0.91,0.4581673306772908
0.91,0.4770916334661355
0.92,0.4770916334661355
0.92,0.49203187250996017
0.93,0.49203187250996017
0.93,0.4950199203187251
0.94,0.4950199203187251
0.94,0.5169322709163346
0.95,0.5169322709163346
0.95,0.5328685258964143
0.96,0.5328685258964143
0.96,0.547808764940239
0.97,0.547808764940239
0.97,0.5776892430278885
0.98,0.5776892430278885
0.98,0.6603585657370518
0.99,0.6603585657370518
0.99,0.7758964143426295
1.0,0.7758964143426295
1.0,1.0
