recall,precision
1.0,0.09090909090909091
1.0,0.09099181073703366
1.0,0.09107468123861566
1.0,0.09115770282588878
1.0,0.09124087591240876
1.0,0.091324200913242
1.0,0.09140767824497258
1.0,0.09149130832570906
1.0,0.09157509157509157
1.0,0.09165902841429881
1.0,0.09174311926605505
1.0,0.09182736455463728
1.0,0.09191176470588236
1.0,0.09199632014719411
1.0,0.09208103130755065
1.0,0.09216589861751152
1.0,0.09225092250922509
1.0,0.09233610341643583
1.0,0.09242144177449169
1.0,0.09250693802035152
1.0,0.09259259259259259
1.0,0.09267840593141798
1.0,0.09276437847866419
1.0,0.09285051067780872
1.0,0.09293680297397769
1.0,0.09302325581395349
1.0,0.0931098696461825
1.0,0.09319664492078285
1.0,0.09328358208955224
1.0,0.09337068160597572
1.0,0.09345794392523364
1.0,0.09354536950420954
1.0,0.09363295880149813
1.0,0.09372071227741331
1.0,0.09380863039399624
1.0,0.09389671361502347
1.0,0.09398496240601503
1.0,0.09407337723424271
1.0,0.09416195856873823
1.0,0.0942507068803016
1.0,0.09433962264150944
1.0,0.09442870632672333
1.0,0.0945179584120983
1.0,0.0946073793755913
1.0,0.0946969696969697
1.0,0.0947867298578199
1.0,0.09487666034155598
1.0,0.0949667616334283
1.0,0.09505703422053231
1.0,0.09514747859181731
1.0,0.09523809523809523
1.0,0.09532888465204957
1.0,0.09541984732824428
1.0,0.09551098376313276
1.0,0.09560229445506692
1.0,0.09569377990430622
1.0,0.09578544061302682
1.0,0.09587727708533078
1.0,0.09596928982725528
1.0,0.09606147934678194
1.0,0.09615384615384616
1.0,0.09624639076034648
1.0,0.09633911368015415
1.0,0.09643201542912247
1.0,0.09652509652509653
1.0,0.0966183574879227
1.0,0.09671179883945841
1.0,0.0968054211035818
1.0,0.09689922480620156
1.0,0.09699321047526673
1.0,0.0970873786407767
1.0,0.09718172983479106
1.0,0.09727626459143969
1.0,0.09737098344693282
1.0,0.09746588693957114
1.0,0.0975609756097561
1.0,0.09765625
1.0,0.09775171065493646
1.0,0.09784735812133072
1.0,0.0979431929480901
1.0,0.09803921568627451
1.0,0.09813542688910697
1.0,0.09823182711198428
1.0,0.09832841691248771
1.0,0.0984251968503937
1.0,0.09852216748768473
1.0,0.09861932938856016
1.0,0.09871668311944719
1.0,0.09881422924901186
1.0,0.09891196834817013
1.0,0.09900990099009901
1.0,0.09910802775024777
1.0,0.0992063492063492
1.0,0.09930486593843098
1.0,0.09940357852882704
1.0,0.09950248756218906
1.0,0.099601593625498
1.0,0.09970089730807577
1.0,0.0998003992015968
1.0,0.0999000999000999
1.0,0.1
1.0,0.1001001001001001
1.0,0.10020040080160321
1.0,0.10030090270812438
1.0,0.10040160642570281
1.0,0.10050251256281408
1.0,0.1006036217303823
1.0,0.10070493454179255
1.0,0.10090817356205853
1.0,0.10101010101010101
1.0,0.10111223458038422
1.0,0.10121457489878542
1.0,0.10131712259371833
1.0,0.10141987829614604
1.0,0.10152284263959391
1.0,0.1016260162601626
1.0,0.1017293997965412
1.0,0.10183299389002037
1.0,0.1019367991845056
1.0,0.10204081632653061
1.0,0.10214504596527069
1.0,0.10224948875255624
1.0,0.1023541453428864
1.0,0.10245901639344263
1.0,0.10256410256410256
1.0,0.1026694045174538
1.0,0.10277492291880781
1.0,0.102880658436214
1.0,0.10298661174047374
1.0,0.10309278350515463
1.0,0.10319917440660474
1.0,0.10330578512396695
1.0,0.10341261633919338
1.0,0.10351966873706005
1.0,0.10362694300518134
1.0,0.1037344398340249
1.0,0.10384215991692627
1.0,0.10395010395010396
1.0,0.1040582726326743
1.0,0.10416666666666667
1.0,0.10427528675703858
1.0,0.10438413361169102
1.0,0.1044932079414838
1.0,0.10460251046025104
1.0,0.10471204188481675
1.0,0.10482180293501048
1.0,0.1049317943336831
1.0,0.10504201680672269
1.0,0.10515247108307045
1.0,0.10526315789473684
1.0,0.1053740779768177
0.99,0.10443037974683544
0.99,0.10454065469904963
0.99,0.10465116279069768
0.99,0.1048728813559322
0.99,0.10498409331919406
0.99,0.10509554140127389
0.99,0.10520722635494155
0.99,0.10531914893617021
0.99,0.10543130990415335
0.99,0.10554371002132196
0.99,0.1056563500533618
0.99,0.10576923076923077
0.99,0.10588235294117647
0.99,0.10599571734475374
0.99,0.10610932475884244
0.98,0.10515021459227468
0.98,0.10526315789473684
0.98,0.1053763440860215
0.98,0.1054897739504844
0.98,0.10560344827586207
0.98,0.10571736785329018
0.98,0.10583153347732181
0.97,0.10486486486486486
0.97,0.10497835497835498
0.97,0.10509209100758396
0.97,0.1052060737527115
0.97,0.10532030401737243
0.97,0.10543478260869565
0.97,0.10554951033732318
0.97,0.1056644880174292
0.97,0.10577971646673937
0.97,0.10589519650655022
0.97,0.10601092896174863
0.97,0.1061269146608315
0.97,0.10624315443592552
0.97,0.10635964912280702
0.97,0.10647639956092206
0.97,0.10659340659340659
0.97,0.10671067106710672
0.97,0.10682819383259912
0.97,0.10694597574421169
0.97,0.10706401766004416
0.97,0.10718232044198896
0.97,0.10730088495575221
0.97,0.10741971207087486
0.97,0.10753880266075388
0.96,0.10654827968923418
0.96,0.10666666666666667
0.96,0.1067853170189099
0.96,0.10690423162583519
0.96,0.10702341137123746
0.96,0.10714285714285714
0.96,0.10726256983240223
0.96,0.10738255033557047
0.96,0.10750279955207166
0.96,0.10762331838565023
0.96,0.10774410774410774
0.96,0.10786516853932585
0.96,0.10798650168728909
0.96,0.10810810810810811
0.96,0.10822998872604284
0.96,0.10835214446952596
0.96,0.10847457627118644
0.96,0.1085972850678733
0.96,0.1087202718006795
0.95,0.10770975056689343
0.95,0.10783200908059024
0.95,0.10795454545454546
0.95,0.1080773606370876
0.95,0.10832383124287344
0.95,0.10844748858447488
0.95,0.10857142857142857
0.95,0.10869565217391304
0.95,0.10882016036655212
0.95,0.10894495412844037
0.95,0.10907003444316878
0.95,0.10919540229885058
0.95,0.1093210586881473
0.95,0.10944700460829493
0.95,0.10957324106113034
0.95,0.10969976905311778
0.95,0.10982658959537572
0.95,0.1099537037037037
0.94,0.10892236384704519
0.94,0.10904872389791183
0.94,0.1091753774680604
0.94,0.10930232558139535
0.94,0.10942956926658906
0.94,0.10955710955710955
0.94,0.10968494749124855
0.94,0.10981308411214953
0.94,0.10994152046783626
0.94,0.11007025761124122
0.94,0.11019929660023446
0.94,0.11032863849765258
0.94,0.11045828437132785
0.94,0.11058823529411765
0.94,0.11071849234393404
0.94,0.11084905660377359
0.94,0.11097992916174734
0.94,0.1111111111111111
0.94,0.11124260355029586
0.94,0.11137440758293839
0.94,0.11150652431791222
0.93,0.11045130641330166
0.93,0.11058263971462545
0.93,0.11071428571428571
0.93,0.11084624553039332
0.93,0.11097852028639618
0.93,0.1111111111111111
0.93,0.11124401913875598
0.93,0.11137724550898204
0.93,0.11151079136690648
0.93,0.11164465786314526
0.93,0.11177884615384616
0.93,0.11191335740072202
0.93,0.11204819277108434
0.93,0.11218335343787696
0.93,0.11231884057971014
0.92,0.11124546553808948
0.92,0.11138014527845036
0.92,0.11151515151515151
0.92,0.11165048543689321
0.92,0.1117861482381531
0.92,0.11192214111922141
0.92,0.1120584652862363
0.92,0.11219512195121951
0.92,0.11233211233211234
0.92,0.11246943765281174
0.92,0.11260709914320685
0.92,0.11274509803921569
0.92,0.11288343558282209
0.92,0.11302211302211303
0.92,0.11316113161131611
0.92,0.11330049261083744
0.92,0.11344019728729964
0.92,0.11358024691358025
0.92,0.11372064276885044
0.92,0.11386138613861387
0.92,0.11400247831474597
0.92,0.1141439205955335
0.92,0.11428571428571428
0.92,0.11442786069651742
0.92,0.11457036114570361
0.92,0.11471321695760599
0.92,0.11485642946317104
0.92,0.115
0.92,0.11514392991239049
0.92,0.11528822055137844
0.92,0.11543287327478043
0.92,0.11557788944723618
0.92,0.11572327044025157
0.92,0.11586901763224182
0.92,0.11601513240857503
0.92,0.11616161616161616
0.92,0.11630847029077118
0.92,0.11645569620253164
0.92,0.11660329531051965
0.92,0.116751269035533
0.92,0.11689961880559085
0.92,0.11704834605597965
0.92,0.11734693877551021
0.92,0.11749680715197956
0.92,0.11764705882352941
0.92,0.117797695262484
0.92,0.11794871794871795
0.92,0.11810012836970475
0.92,0.11825192802056556
0.92,0.11840411840411841
0.92,0.11855670103092783
0.92,0.11870967741935484
0.92,0.11886304909560723
0.92,0.11901681759379043
0.92,0.11917098445595854
0.92,0.11932555123216602
0.92,0.11948051948051948
0.92,0.11963589076723016
0.91,0.11848958333333333
0.91,0.11864406779661017
0.91,0.11879895561357702
0.91,0.11895424836601307
0.91,0.11910994764397906
0.91,0.11926605504587157
0.91,0.1194225721784777
0.91,0.11957950065703023
0.91,0.11973684210526316
0.91,0.11989459815546773
0.91,0.12005277044854881
0.91,0.1202113606340819
0.91,0.12037037037037036
0.91,0.1205298013245033
0.91,0.1206896551724138
0.9,0.11952191235059761
0.9,0.1196808510638298
0.89,0.118508655126498
0.89,0.11866666666666667
0.89,0.11882510013351134
0.89,0.11898395721925134
0.89,0.11914323962516733
0.88,0.11796246648793565
0.88,0.11812080536912752
0.88,0.11827956989247312
0.88,0.11843876177658143
0.88,0.11859838274932614
0.88,0.11875843454790823
0.88,0.11891891891891893
0.88,0.11907983761840325
0.88,0.11924119241192412
0.88,0.11940298507462686
0.88,0.11956521739130435
0.88,0.11972789115646258
0.88,0.11989100817438691
0.88,0.12005457025920874
0.88,0.12021857923497267
0.88,0.12038303693570451
0.88,0.12054794520547946
0.88,0.12071330589849108
0.88,0.12087912087912088
0.88,0.12104539202200826
0.88,0.12121212121212122
0.88,0.12137931034482759
0.88,0.12154696132596685
0.88,0.12171507607192254
0.88,0.12188365650969529
0.87,0.12066574202496533
0.87,0.12083333333333333
0.87,0.12100139082058414
0.87,0.12116991643454039
0.87,0.12133891213389121
0.87,0.12150837988826815
0.87,0.12167832167832168
0.87,0.12184873949579832
0.87,0.12201963534361851
0.87,0.12219101123595505
0.87,0.12236286919831224
0.87,0.12253521126760564
0.87,0.1227080394922426
0.86,0.12146892655367232
0.86,0.12164073550212164
0.86,0.12181303116147309
0.86,0.12198581560283688
0.86,0.12215909090909091
0.86,0.12233285917496443
0.86,0.1225071225071225
0.86,0.12268188302425106
0.86,0.12285714285714286
0.86,0.12303290414878398
0.86,0.12320916905444126
0.86,0.12338593974175036
0.86,0.1235632183908046
0.86,0.1237410071942446
0.86,0.1239193083573487
0.86,0.1240981240981241
0.86,0.12427745664739884
0.86,0.12445730824891461
0.86,0.1246376811594203
