i_tpr,i_fpr
0.0,0.0
0.0070921985815602835,0.0
0.4326241134751773,0.0
0.4326241134751773,0.003745318352059925
0.46099290780141844,0.003745318352059925
0.46099290780141844,0.00749063670411985
0.6453900709219859,0.00749063670411985
0.6453900709219859,0.0149812734082397
0.6524822695035462,0.0149812734082397
0.6524822695035462,0.018726591760299626
0.6950354609929078,0.018726591760299626
0.6950354609929078,0.02247191011235955
0.75177304964539,0.02247191011235955
0.75177304964539,0.026217228464419477
0.7659574468085106,0.026217228464419477
0.7659574468085106,0.0299625468164794
0.8085106382978723,0.0299625468164794
0.8085106382978723,0.033707865168539325
0.8226950354609929,0.033707865168539325
0.8226950354609929,0.03745318352059925
0.8297872340425532,0.03745318352059925
0.8297872340425532,0.04119850187265917
0.8723404255319149,0.04119850187265917
0.8723404255319149,0.0449438202247191
0.9078014184397163,0.0449438202247191
0.9078014184397163,0.052434456928838954
0.9148936170212766,0.052434456928838954
0.9148936170212766,0.06367041198501873
0.9219858156028369,0.06367041198501873
0.9219858156028369,0.06741573033707865
0.9361702127659575,0.06741573033707865
0.9361702127659575,0.08614232209737828
0.9432624113475178,0.08614232209737828
0.9432624113475178,0.09363295880149813
0.950354609929078,0.09363295880149813
0.950354609929078,0.10112359550561797
0.9574468085106383,0.10112359550561797
0.9574468085106383,0.10861423220973783
0.9645390070921985,0.10861423220973783
0.9645390070921985,0.16853932584269662
0.9716312056737588,0.16853932584269662
0.9716312056737588,0.22846441947565543
0.9787234042553191,0.22846441947565543
0.9787234042553191,0.32209737827715357
0.9858156028368794,0.32209737827715357
0.9858156028368794,0.49812734082397003
0.9929078014184397,0.49812734082397003
0.9929078014184397,0.5205992509363296
0.9929078014184397,0.5280898876404494
0.9929078014184397,0.5318352059925093
0.9929078014184397,0.5393258426966292
0.9929078014184397,0.7153558052434457
1.0,0.7153558052434457
1.0,0.9325842696629213
1.0,0.9400749063670412
1.0,1.0
