i_tpr,i_fpr
0.0,0.0
0.016666666666666666,0.0
0.25,0.0
0.25,0.004048582995951417
0.35,0.004048582995951417
0.35,0.008097165991902834
0.36666666666666664,0.008097165991902834
0.36666666666666664,0.012145748987854251
0.38333333333333336,0.012145748987854251
0.38333333333333336,0.016194331983805668
0.4166666666666667,0.016194331983805668
0.4166666666666667,0.024291497975708502
0.43333333333333335,0.024291497975708502
0.43333333333333335,0.02834008097165992
0.45,0.02834008097165992
0.45,0.032388663967611336
0.48333333333333334,0.032388663967611336
0.48333333333333334,0.03643724696356275
0.5166666666666667,0.03643724696356275
0.5166666666666667,0.04048582995951417
0.5333333333333333,0.04048582995951417
0.5333333333333333,0.048582995951417005
0.55,0.048582995951417005
0.55,0.06882591093117409
0.5666666666666667,0.06882591093117409
0.5666666666666667,0.08097165991902834
0.6,0.08097165991902834
0.6,0.08502024291497975
0.6166666666666667,0.08502024291497975
0.6166666666666667,0.09716599190283401
0.6333333333333333,0.09716599190283401
0.6333333333333333,0.10526315789473684
0.65,0.10526315789473684
0.65,0.1214574898785425
0.6666666666666666,0.1214574898785425
0.6666666666666666,0.12955465587044535
0.6833333333333333,0.12955465587044535
0.6833333333333333,0.1417004048582996
0.7,0.1417004048582996
0.7,0.145748987854251
0.7166666666666667,0.145748987854251
0.7166666666666667,0.1700404858299595
0.7333333333333333,0.1700404858299595
0.7333333333333333,0.17408906882591094
0.75,0.17408906882591094
0.75,0.17813765182186234
0.7666666666666667,0.17813765182186234
0.7666666666666667,0.2874493927125506
0.7833333333333333,0.2874493927125506
0.7833333333333333,0.3076923076923077
0.8,0.3076923076923077
0.8,0.32793522267206476
0.8166666666666667,0.32793522267206476
0.8166666666666667,0.3441295546558704
0.8333333333333334,0.3441295546558704
0.8333333333333334,0.3643724696356275
0.85,0.3643724696356275
0.85,0.3684210526315789
0.8666666666666667,0.3684210526315789
0.8666666666666667,0.5020242914979757
0.8833333333333333,0.5020242914979757
0.8833333333333333,0.5060728744939271
0.9,0.5060728744939271
0.9,0.5425101214574899
0.9166666666666666,0.5425101214574899
0.9166666666666666,0.582995951417004
0.9333333333333333,0.582995951417004
0.9333333333333333,0.6194331983805668
0.95,0.6194331983805668
0.95,0.6477732793522267
0.9666666666666667,0.6477732793522267
0.9666666666666667,0.6720647773279352
0.9833333333333333,0.6720647773279352
0.9833333333333333,0.9392712550607287
1.0,0.9392712550607287
1.0,1.0
