recall,precision
1.0,0.33147632311977715
1.0,0.3324022346368715
1.0,0.3333333333333333
1.0,0.3342696629213483
1.0,0.3352112676056338
1.0,0.3361581920903955
1.0,0.3371104815864023
1.0,0.3380681818181818
1.0,0.33903133903133903
1.0,0.34
1.0,0.34097421203438394
1.0,0.34195402298850575
1.0,0.34293948126801155
1.0,0.3439306358381503
1.0,0.34492753623188405
1.0,0.34593023255813954
1.0,0.3469387755102041
1.0,0.347953216374269
1.0,0.3489736070381232
1.0,0.35
1.0,0.35103244837758113
1.0,0.3520710059171598
1.0,0.35311572700296734
1.0,0.3541666666666667
1.0,0.35522388059701493
1.0,0.3562874251497006
1.0,0.35735735735735735
1.0,0.35843373493975905
1.0,0.3595166163141994
1.0,0.3606060606060606
1.0,0.3617021276595745
1.0,0.3628048780487805
1.0,0.363914373088685
1.0,0.36503067484662577
1.0,0.36615384615384616
1.0,0.36728395061728397
1.0,0.3684210526315789
1.0,0.3695652173913043
1.0,0.3707165109034268
1.0,0.371875
1.0,0.3730407523510972
1.0,0.3742138364779874
1.0,0.3753943217665615
1.0,0.37658227848101267
1.0,0.37777777777777777
1.0,0.37898089171974525
1.0,0.3801916932907348
1.0,0.3814102564102564
1.0,0.38263665594855306
1.0,0.38387096774193546
1.0,0.3851132686084142
1.0,0.38636363636363635
1.0,0.38762214983713356
1.0,0.3888888888888889
1.0,0.3901639344262295
1.0,0.39144736842105265
1.0,0.3927392739273927
1.0,0.39403973509933776
1.0,0.3953488372093023
1.0,0.39666666666666667
1.0,0.3979933110367893
1.0,0.39932885906040266
1.0,0.4006734006734007
1.0,0.40202702702702703
1.0,0.4033898305084746
1.0,0.40476190476190477
1.0,0.4061433447098976
1.0,0.4075342465753425
1.0,0.40893470790378006
1.0,0.4103448275862069
1.0,0.4117647058823529
1.0,0.4131944444444444
1.0,0.4146341463414634
1.0,0.4160839160839161
1.0,0.41754385964912283
1.0,0.41901408450704225
1.0,0.4204946996466431
1.0,0.4219858156028369
1.0,0.4234875444839858
1.0,0.425
1.0,0.4265232974910394
1.0,0.42805755395683454
1.0,0.4296028880866426
1.0,0.4311594202898551
1.0,0.43272727272727274
1.0,0.4343065693430657
1.0,0.4358974358974359
1.0,0.4375
1.0,0.43911439114391143
1.0,0.44074074074074077
1.0,0.4423791821561338
1.0,0.44402985074626866
1.0,0.44569288389513106
1.0,0.4473684210526316
1.0,0.4490566037735849
1.0,0.45075757575757575
1.0,0.4524714828897338
1.0,0.4541984732824427
1.0,0.4559386973180077
1.0,0.4576923076923077
1.0,0.4594594594594595
1.0,0.46124031007751937
1.0,0.46303501945525294
1.0,0.46484375
1.0,0.4666666666666667
1.0,0.468503937007874
1.0,0.47035573122529645
1.0,0.4722222222222222
1.0,0.47410358565737054
1.0,0.476
1.0,0.4779116465863454
1.0,0.4798387096774194
1.0,0.4817813765182186
1.0,0.483739837398374
1.0,0.4857142857142857
1.0,0.4897119341563786
1.0,0.49173553719008267
1.0,0.49377593360995853
1.0,0.49583333333333335
1.0,0.497907949790795
1.0,0.5
1.0,0.5021097046413502
1.0,0.5063829787234042
1.0,0.5085470085470085
1.0,0.5107296137339056
1.0,0.5129310344827587
1.0,0.5151515151515151
1.0,0.5173913043478261
1.0,0.519650655021834
1.0,0.5219298245614035
1.0,0.5242290748898678
1.0,0.5265486725663717
1.0,0.5288888888888889
1.0,0.53125
1.0,0.5336322869955157
1.0,0.536036036036036
1.0,0.5384615384615384
1.0,0.5409090909090909
1.0,0.54337899543379
1.0,0.5458715596330275
1.0,0.5483870967741935
1.0,0.5509259259259259
1.0,0.5534883720930233
1.0,0.5560747663551402
1.0,0.5586854460093896
1.0,0.5613207547169812
1.0,0.5639810426540285
1.0,0.5666666666666667
1.0,0.569377990430622
1.0,0.5721153846153846
1.0,0.5748792270531401
1.0,0.5776699029126213
1.0,0.5804878048780487
1.0,0.5833333333333334
1.0,0.5862068965517241
1.0,0.5891089108910891
1.0,0.5920398009950248
1.0,0.595
1.0,0.5979899497487438
1.0,0.601010101010101
1.0,0.6040609137055838
1.0,0.6071428571428571
1.0,0.6102564102564103
1.0,0.6134020618556701
1.0,0.616580310880829
1.0,0.6197916666666666
1.0,0.6230366492146597
1.0,0.6263157894736842
1.0,0.6296296296296297
1.0,0.6329787234042553
1.0,0.6363636363636364
1.0,0.6397849462365591
1.0,0.6432432432432432
1.0,0.6467391304347826
1.0,0.6502732240437158
1.0,0.6538461538461539
1.0,0.6574585635359116
1.0,0.6611111111111111
1.0,0.664804469273743
1.0,0.6685393258426966
1.0,0.672316384180791
1.0,0.6761363636363636
1.0,0.68
1.0,0.6839080459770115
1.0,0.6878612716763006
1.0,0.6918604651162791
1.0,0.695906432748538
1.0,0.7
1.0,0.7041420118343196
1.0,0.7083333333333334
1.0,0.7125748502994012
1.0,0.7168674698795181
1.0,0.7212121212121212
1.0,0.725609756097561
1.0,0.7300613496932515
1.0,0.7345679012345679
